discount,explorationProb,step_size,num_sample_starts,step_multiplier,runtime,maze
0.88,0.23,0.83,17,7,0.03747105598449707,maze220_dim67.txt
0.85,0.11,0.23,11,16,0.037755727767944336,maze220_dim67.txt
0.81,0.1,0.36,17,14,0.038360595703125,maze220_dim67.txt
0.82,0.6,0.39,20,15,0.03904223442077637,maze220_dim67.txt
0.85,0.55,0.34,16,18,0.03820633888244629,maze220_dim67.txt
0.84,0.65,0.19,19,12,0.03836965560913086,maze220_dim67.txt
0.81,0.21,0.18,16,8,0.037672996520996094,maze220_dim67.txt
0.89,0.57,0.37,13,11,0.03802752494812012,maze220_dim67.txt
0.92,0.19,0.65,5,15,0.03776812553405762,maze220_dim67.txt
0.97,0.48,0.87,16,5,0.03823518753051758,maze220_dim67.txt
0.8,0.34,0.26,12,6,0.0381770133972168,maze220_dim67.txt
0.81,0.1,0.15,13,11,0.03913688659667969,maze220_dim67.txt
0.84,0.62,0.3,12,6,0.0374150276184082,maze220_dim67.txt
0.91,0.1,0.42,19,16,0.03877377510070801,maze220_dim67.txt
0.92,0.18,0.32,13,10,0.038729190826416016,maze220_dim67.txt
0.81,0.19,0.16,6,18,0.03878474235534668,maze220_dim67.txt
0.98,0.47,0.3,19,20,0.03728342056274414,maze220_dim67.txt
0.92,0.67,0.31,4,6,0.12879180908203125,maze1321_dim119.txt
0.99,0.11,0.79,6,7,0.12475109100341797,maze1321_dim119.txt
0.85,0.46,0.53,9,5,0.12550139427185059,maze1321_dim119.txt
0.97,0.34,0.86,20,15,0.1220541000366211,maze1321_dim119.txt
0.83,0.31,0.49,4,15,0.12540555000305176,maze1321_dim119.txt
0.85,0.32,0.66,15,19,0.12495851516723633,maze1321_dim119.txt
0.86,0.37,0.88,11,19,0.12438488006591797,maze1321_dim119.txt
0.94,0.46,0.52,14,15,0.1259448528289795,maze1321_dim119.txt
0.98,0.12,0.43,10,10,0.12469601631164551,maze1321_dim119.txt
0.86,0.3,0.59,20,15,0.12475967407226562,maze1321_dim119.txt
0.92,0.37,0.49,20,7,0.1254587173461914,maze1321_dim119.txt
0.94,0.66,0.13,7,19,0.12139391899108887,maze1321_dim119.txt
0.84,0.15,0.83,16,18,0.12143254280090332,maze1321_dim119.txt
0.95,0.55,0.23,13,10,0.12493562698364258,maze1321_dim119.txt
0.96,0.4,0.54,9,11,0.12671232223510742,maze1321_dim119.txt
0.95,0.44,0.23,7,6,0.12686753273010254,maze1321_dim119.txt
0.91,0.58,0.54,16,9,0.12418413162231445,maze1321_dim119.txt
0.81,0.53,0.3,11,8,0.12902259826660156,maze1321_dim119.txt
0.83,0.4,0.46,10,19,0.1289815902709961,maze1321_dim119.txt
0.83,0.17,0.13,20,7,0.1275336742401123,maze1321_dim119.txt
0.88,0.11,0.54,10,11,0.13085484504699707,maze1321_dim119.txt
0.89,0.52,0.19,17,9,0.1269235610961914,maze1321_dim119.txt
0.96,0.34,0.22,19,13,0.12617969512939453,maze1321_dim119.txt
0.83,0.27,0.61,4,9,0.12449216842651367,maze1321_dim119.txt
0.87,0.52,0.63,9,20,0.12391471862792969,maze1321_dim119.txt
0.97,0.53,0.67,5,17,0.12287521362304688,maze1321_dim119.txt
0.98,0.65,0.35,12,17,0.12946724891662598,maze1321_dim119.txt
0.85,0.3,0.81,4,6,0.12248873710632324,maze1321_dim119.txt
0.99,0.25,0.22,12,11,0.12563490867614746,maze1321_dim119.txt
0.93,0.42,0.25,9,19,0.12442207336425781,maze1321_dim119.txt
0.82,0.28,0.83,12,15,0.002083301544189453,maze79_dim16.txt
0.97,0.21,0.57,17,19,0.002145051956176758,maze79_dim16.txt
0.86,0.53,0.89,17,6,0.0021142959594726562,maze79_dim16.txt
0.9,0.43,0.89,9,13,0.002141714096069336,maze79_dim16.txt
0.97,0.46,0.58,9,14,0.0022470951080322266,maze79_dim16.txt
0.89,0.49,0.68,14,14,0.0020940303802490234,maze79_dim16.txt
0.98,0.26,0.72,8,13,0.002094268798828125,maze79_dim16.txt
0.87,0.58,0.41,8,9,0.0023453235626220703,maze79_dim16.txt
0.91,0.4,0.27,10,15,0.0021126270294189453,maze79_dim16.txt
0.97,0.31,0.16,18,16,0.002186298370361328,maze79_dim16.txt
0.88,0.51,0.1,12,11,0.002106189727783203,maze79_dim16.txt
0.94,0.29,0.6,19,8,0.002201080322265625,maze79_dim16.txt
0.96,0.39,0.51,17,8,0.0021657943725585938,maze79_dim16.txt
0.95,0.64,0.75,11,12,0.002172231674194336,maze79_dim16.txt
0.9,0.6,0.37,4,16,0.0022940635681152344,maze79_dim16.txt
0.84,0.23,0.45,10,6,0.002061605453491211,maze79_dim16.txt
0.83,0.39,0.51,12,10,0.002084493637084961,maze79_dim16.txt
0.94,0.11,0.46,17,14,0.002198457717895508,maze79_dim16.txt
0.84,0.64,0.72,9,18,0.002231597900390625,maze79_dim16.txt
0.95,0.54,0.8,16,7,0.0021054744720458984,maze79_dim16.txt
0.95,0.45,0.18,19,18,0.0021419525146484375,maze79_dim16.txt
0.83,0.4,0.68,17,14,0.0022330284118652344,maze79_dim16.txt
0.88,0.49,0.37,18,17,0.0021653175354003906,maze79_dim16.txt
0.91,0.35,0.24,5,12,0.002177715301513672,maze79_dim16.txt
0.94,0.34,0.26,15,15,0.002156972885131836,maze79_dim16.txt
0.9,0.14,0.28,16,8,0.002218961715698242,maze79_dim16.txt
0.96,0.42,0.13,9,15,0.002149820327758789,maze79_dim16.txt
1.0,0.23,0.21,13,8,0.002067089080810547,maze79_dim16.txt
0.91,0.68,0.5,9,13,0.0021042823791503906,maze79_dim16.txt
0.98,0.34,0.34,14,7,0.0020821094512939453,maze79_dim16.txt
0.83,0.62,0.4,15,11,0.08217048645019531,maze601_dim93.txt
0.99,0.21,0.39,13,13,0.08054757118225098,maze601_dim93.txt
0.81,0.53,0.51,13,9,0.0830233097076416,maze601_dim93.txt
0.9,0.38,0.49,19,14,0.08145856857299805,maze601_dim93.txt
0.81,0.2,0.47,5,9,0.07927465438842773,maze601_dim93.txt
0.83,0.41,0.65,12,6,0.08433747291564941,maze601_dim93.txt
0.85,0.22,0.28,12,16,0.08341121673583984,maze601_dim93.txt
0.86,0.44,0.65,4,18,0.08213090896606445,maze601_dim93.txt
0.99,0.37,0.76,14,20,0.08350586891174316,maze601_dim93.txt
0.91,0.54,0.66,9,8,0.0840754508972168,maze601_dim93.txt
0.89,0.66,0.24,17,6,0.08227276802062988,maze601_dim93.txt
0.94,0.23,0.65,13,9,0.08218860626220703,maze601_dim93.txt
0.96,0.49,0.37,16,14,0.08131694793701172,maze601_dim93.txt
0.98,0.58,0.89,10,14,0.08128142356872559,maze601_dim93.txt
0.96,0.37,0.45,10,8,0.08055686950683594,maze601_dim93.txt
0.98,0.55,0.3,18,19,0.08101606369018555,maze601_dim93.txt
0.9,0.6,0.64,8,16,0.08783197402954102,maze601_dim93.txt
0.92,0.37,0.27,13,18,0.08362770080566406,maze601_dim93.txt
0.94,0.18,0.11,7,14,0.08455395698547363,maze601_dim93.txt
0.81,0.12,0.4,4,18,0.07912373542785645,maze601_dim93.txt
0.84,0.32,0.43,7,17,0.08150362968444824,maze601_dim93.txt
0.85,0.52,0.86,11,15,0.08487129211425781,maze601_dim93.txt
0.84,0.69,0.83,16,16,0.08470368385314941,maze601_dim93.txt
0.84,0.33,0.37,20,18,0.08071279525756836,maze601_dim93.txt
0.91,0.33,0.35,4,9,0.08136296272277832,maze601_dim93.txt
0.81,0.2,0.38,4,19,0.08184289932250977,maze601_dim93.txt
0.96,0.53,0.64,13,15,0.08200812339782715,maze601_dim93.txt
0.97,0.14,0.89,10,11,0.08120036125183105,maze601_dim93.txt
0.81,0.19,0.16,6,20,0.08088135719299316,maze601_dim93.txt
0.9,0.62,0.62,14,20,0.08243846893310547,maze601_dim93.txt
0.96,0.65,0.73,14,9,0.04204893112182617,maze1248_dim69.txt
0.81,0.14,0.86,20,13,0.04133462905883789,maze1248_dim69.txt
0.9,0.27,0.9,18,13,0.04146862030029297,maze1248_dim69.txt
0.91,0.61,0.75,12,5,0.04205632209777832,maze1248_dim69.txt
0.82,0.14,0.4,10,14,0.04282999038696289,maze1248_dim69.txt
0.96,0.63,0.42,14,15,0.0435638427734375,maze1248_dim69.txt
0.93,0.37,0.56,14,19,0.04182243347167969,maze1248_dim69.txt
0.84,0.19,0.66,16,14,0.04125070571899414,maze1248_dim69.txt
0.96,0.14,0.89,12,5,0.04243302345275879,maze1248_dim69.txt
0.8,0.31,0.87,5,9,0.041869163513183594,maze1248_dim69.txt
0.94,0.63,0.2,10,19,0.04176473617553711,maze1248_dim69.txt
0.96,0.3,0.8,7,16,0.04225730895996094,maze1248_dim69.txt
0.88,0.61,0.85,9,14,0.042008399963378906,maze1248_dim69.txt
1.0,0.68,0.11,7,18,0.04250049591064453,maze1248_dim69.txt
0.82,0.46,0.32,14,20,0.043122053146362305,maze1248_dim69.txt
0.95,0.44,0.47,20,8,0.041530609130859375,maze1248_dim69.txt
0.99,0.44,0.4,18,17,0.04583263397216797,maze1248_dim69.txt
0.92,0.51,0.11,5,17,0.04179096221923828,maze1248_dim69.txt
0.9,0.53,0.78,7,5,0.042284250259399414,maze1248_dim69.txt
0.89,0.45,0.82,15,13,0.04462552070617676,maze1248_dim69.txt
0.96,0.3,0.84,3,19,0.04124164581298828,maze1248_dim69.txt
0.92,0.14,0.5,12,8,0.04323244094848633,maze1248_dim69.txt
0.91,0.57,0.49,6,15,0.04423165321350098,maze1248_dim69.txt
0.94,0.32,0.7,11,13,0.04243612289428711,maze1248_dim69.txt
1.0,0.69,0.23,19,6,0.04162430763244629,maze1248_dim69.txt
0.91,0.2,0.79,7,16,0.04457449913024902,maze1248_dim69.txt
0.86,0.47,0.6,16,9,0.0429692268371582,maze1248_dim69.txt
0.99,0.15,0.69,9,9,0.04223179817199707,maze1248_dim69.txt
0.91,0.22,0.47,5,6,0.04268240928649902,maze1248_dim69.txt
0.98,0.28,0.64,20,15,0.04167509078979492,maze1248_dim69.txt
0.81,0.46,0.44,5,8,0.029062986373901367,maze867_dim56.txt
0.84,0.19,0.43,10,19,0.02875828742980957,maze867_dim56.txt
0.94,0.19,0.79,8,9,0.02849268913269043,maze867_dim56.txt
0.98,0.24,0.19,12,11,0.029363393783569336,maze867_dim56.txt
0.9,0.61,0.5,3,9,0.028830766677856445,maze867_dim56.txt
0.96,0.12,0.61,5,19,0.028961181640625,maze867_dim56.txt
0.82,0.55,0.41,8,17,0.0306396484375,maze867_dim56.txt
0.95,0.35,0.42,4,15,0.028565406799316406,maze867_dim56.txt
0.82,0.52,0.39,18,13,0.030447959899902344,maze867_dim56.txt
0.99,0.46,0.4,3,20,0.03011035919189453,maze867_dim56.txt
0.84,0.42,0.38,11,16,0.029002904891967773,maze867_dim56.txt
0.83,0.48,0.7,13,13,0.028939247131347656,maze867_dim56.txt
0.82,0.66,0.52,8,9,0.028506755828857422,maze867_dim56.txt
0.98,0.14,0.2,20,6,0.028454065322875977,maze867_dim56.txt
0.96,0.53,0.82,16,10,0.030263423919677734,maze867_dim56.txt
0.82,0.39,0.25,13,20,0.03012561798095703,maze867_dim56.txt
0.89,0.11,0.47,20,13,0.029028654098510742,maze867_dim56.txt
0.88,0.48,0.18,19,9,0.029540538787841797,maze867_dim56.txt
0.92,0.23,0.5,9,6,0.028231143951416016,maze867_dim56.txt
0.87,0.3,0.16,9,13,0.029674291610717773,maze867_dim56.txt
0.88,0.15,0.11,14,18,0.029407501220703125,maze867_dim56.txt
0.81,0.67,0.31,3,10,0.02960038185119629,maze867_dim56.txt
0.89,0.6,0.58,5,13,0.03257036209106445,maze867_dim56.txt
0.82,0.21,0.78,6,6,0.028508663177490234,maze867_dim56.txt
0.99,0.19,0.27,10,18,0.02886819839477539,maze867_dim56.txt
0.99,0.34,0.51,4,9,0.0285186767578125,maze867_dim56.txt
0.85,0.2,0.86,13,19,0.030249357223510742,maze867_dim56.txt
0.9,0.62,0.59,4,13,0.029432296752929688,maze867_dim56.txt
1.0,0.43,0.17,20,8,0.028808116912841797,maze867_dim56.txt
0.86,0.25,0.44,3,5,0.028453350067138672,maze867_dim56.txt
0.81,0.31,0.51,6,12,0.03267931938171387,maze437_dim61.txt
0.91,0.21,0.38,13,14,0.0317080020904541,maze437_dim61.txt
0.89,0.61,0.73,7,11,0.03283262252807617,maze437_dim61.txt
0.98,0.51,0.72,16,8,0.031778573989868164,maze437_dim61.txt
0.99,0.26,0.6,7,20,0.03191709518432617,maze437_dim61.txt
0.94,0.27,0.13,20,12,0.03163790702819824,maze437_dim61.txt
0.94,0.28,0.3,16,5,0.03132128715515137,maze437_dim61.txt
0.83,0.59,0.25,12,17,0.031575679779052734,maze437_dim61.txt
0.83,0.46,0.88,3,15,0.032356977462768555,maze437_dim61.txt
0.81,0.55,0.84,18,20,0.03304600715637207,maze437_dim61.txt
0.82,0.18,0.49,14,13,0.03143596649169922,maze437_dim61.txt
0.96,0.42,0.23,5,7,0.032073974609375,maze437_dim61.txt
0.93,0.18,0.28,5,11,0.03067922592163086,maze437_dim61.txt
0.82,0.32,0.29,13,5,0.03316307067871094,maze437_dim61.txt
0.97,0.53,0.1,12,18,0.032323598861694336,maze437_dim61.txt
0.95,0.65,0.35,4,9,0.03169560432434082,maze437_dim61.txt
0.89,0.53,0.34,20,20,0.03211045265197754,maze437_dim61.txt
0.99,0.47,0.18,11,13,0.031552791595458984,maze437_dim61.txt
0.83,0.43,0.14,9,18,0.031775712966918945,maze437_dim61.txt
0.87,0.42,0.14,5,14,0.03139758110046387,maze437_dim61.txt
0.86,0.66,0.73,6,18,0.03332185745239258,maze437_dim61.txt
0.83,0.24,0.11,19,14,0.03320741653442383,maze437_dim61.txt
0.84,0.3,0.75,7,20,0.0343167781829834,maze437_dim61.txt
1.0,0.45,0.31,18,19,0.03171539306640625,maze437_dim61.txt
0.9,0.17,0.52,16,7,0.031125783920288086,maze437_dim61.txt
0.82,0.69,0.8,18,12,0.035643577575683594,maze437_dim61.txt
0.85,0.28,0.43,14,8,0.032160043716430664,maze437_dim61.txt
0.9,0.29,0.13,18,12,0.03093266487121582,maze437_dim61.txt
0.94,0.24,0.56,9,7,0.03220009803771973,maze437_dim61.txt
0.97,0.68,0.36,11,7,0.03260946273803711,maze437_dim61.txt
0.83,0.51,0.81,18,9,0.14039087295532227,maze1069_dim121.txt
0.81,0.22,0.27,20,20,0.1420917510986328,maze1069_dim121.txt
0.95,0.51,0.6,16,6,0.14696311950683594,maze1069_dim121.txt
0.91,0.55,0.7,3,10,0.14027738571166992,maze1069_dim121.txt
0.84,0.17,0.45,19,16,0.1387314796447754,maze1069_dim121.txt
0.85,0.27,0.32,3,7,0.13729405403137207,maze1069_dim121.txt
0.82,0.59,0.71,3,20,0.14402365684509277,maze1069_dim121.txt
0.97,0.51,0.78,9,5,0.1434948444366455,maze1069_dim121.txt
0.91,0.39,0.67,17,11,0.14389872550964355,maze1069_dim121.txt
0.86,0.16,0.16,4,7,0.1413249969482422,maze1069_dim121.txt
1.0,0.27,0.27,9,11,0.14532995223999023,maze1069_dim121.txt
0.96,0.18,0.72,10,18,0.14197754859924316,maze1069_dim121.txt
0.9,0.12,0.16,14,15,0.14311695098876953,maze1069_dim121.txt
0.95,0.19,0.31,18,13,0.14409923553466797,maze1069_dim121.txt
1.0,0.38,0.71,14,7,0.14304113388061523,maze1069_dim121.txt
0.97,0.35,0.11,11,12,0.14065241813659668,maze1069_dim121.txt
0.9,0.23,0.22,11,6,0.13756918907165527,maze1069_dim121.txt
0.93,0.54,0.67,8,18,0.1629171371459961,maze1069_dim121.txt
0.98,0.17,0.1,16,16,0.14060640335083008,maze1069_dim121.txt
0.83,0.49,0.64,15,12,0.14131855964660645,maze1069_dim121.txt
0.81,0.23,0.85,14,9,0.14559435844421387,maze1069_dim121.txt
0.84,0.39,0.11,15,19,0.15614891052246094,maze1069_dim121.txt
0.81,0.31,0.84,7,13,0.14833378791809082,maze1069_dim121.txt
1.0,0.14,0.79,6,20,0.13953065872192383,maze1069_dim121.txt
0.9,0.69,0.23,17,18,0.14048337936401367,maze1069_dim121.txt
0.93,0.63,0.45,11,18,0.1395585536956787,maze1069_dim121.txt
0.98,0.17,0.38,7,19,0.14658260345458984,maze1069_dim121.txt
0.93,0.6,0.64,10,16,0.14960169792175293,maze1069_dim121.txt
0.88,0.52,0.87,14,20,0.14325833320617676,maze1069_dim121.txt
0.82,0.24,0.63,6,18,0.14609456062316895,maze1069_dim121.txt
0.98,0.64,0.6,10,8,0.10276341438293457,maze232_dim105.txt
0.9,0.32,0.76,15,8,0.10155892372131348,maze232_dim105.txt
0.92,0.28,0.11,18,6,0.09768033027648926,maze232_dim105.txt
0.8,0.51,0.32,11,19,0.0989830493927002,maze232_dim105.txt
0.8,0.58,0.11,3,19,0.10606503486633301,maze232_dim105.txt
0.84,0.21,0.73,13,10,0.10677385330200195,maze232_dim105.txt
1.0,0.7,0.2,10,6,0.10545492172241211,maze232_dim105.txt
0.84,0.63,0.45,3,6,0.1045081615447998,maze232_dim105.txt
0.93,0.34,0.2,7,14,0.10217571258544922,maze232_dim105.txt
0.86,0.24,0.27,15,17,0.10000801086425781,maze232_dim105.txt
0.91,0.47,0.19,12,11,0.10129666328430176,maze232_dim105.txt
0.91,0.25,0.5,15,7,0.09992074966430664,maze232_dim105.txt
0.8,0.2,0.43,10,19,0.10072636604309082,maze232_dim105.txt
0.9,0.28,0.77,12,11,0.10390424728393555,maze232_dim105.txt
0.91,0.17,0.55,7,11,0.09868168830871582,maze232_dim105.txt
1.0,0.35,0.61,10,12,0.1048130989074707,maze232_dim105.txt
0.95,0.35,0.9,18,14,0.10162854194641113,maze232_dim105.txt
0.82,0.18,0.43,17,6,0.10527920722961426,maze232_dim105.txt
0.93,0.29,0.63,12,14,0.09940361976623535,maze232_dim105.txt
1.0,0.59,0.35,18,10,0.10038948059082031,maze232_dim105.txt
1.0,0.22,0.58,16,20,0.1092691421508789,maze232_dim105.txt
0.94,0.32,0.71,8,14,0.10000157356262207,maze232_dim105.txt
0.95,0.14,0.15,12,16,0.09700679779052734,maze232_dim105.txt
0.8,0.33,0.45,17,20,0.1007835865020752,maze232_dim105.txt
0.96,0.25,0.76,12,11,0.10081982612609863,maze232_dim105.txt
0.91,0.41,0.27,18,7,0.10905337333679199,maze232_dim105.txt
0.9,0.53,0.74,5,20,0.10499739646911621,maze232_dim105.txt
0.89,0.28,0.64,18,6,0.10106396675109863,maze232_dim105.txt
0.96,0.49,0.15,6,10,0.10289931297302246,maze232_dim105.txt
0.87,0.67,0.25,18,10,0.10068583488464355,maze232_dim105.txt
0.89,0.31,0.89,18,10,0.22319507598876953,maze1060_dim149.txt
0.88,0.58,0.59,16,12,0.2250673770904541,maze1060_dim149.txt
0.99,0.16,0.44,11,11,0.22064828872680664,maze1060_dim149.txt
0.89,0.14,0.19,17,18,0.22004914283752441,maze1060_dim149.txt
0.86,0.65,0.69,19,20,0.2245938777923584,maze1060_dim149.txt
0.93,0.27,0.21,12,17,0.23183274269104004,maze1060_dim149.txt
0.81,0.58,0.26,15,19,0.22984600067138672,maze1060_dim149.txt
0.92,0.18,0.53,17,10,0.2290499210357666,maze1060_dim149.txt
0.97,0.27,0.78,11,10,0.22487425804138184,maze1060_dim149.txt
0.89,0.54,0.39,9,12,0.22680401802062988,maze1060_dim149.txt
0.9,0.6,0.74,14,15,0.23143410682678223,maze1060_dim149.txt
0.98,0.17,0.72,4,8,0.2273406982421875,maze1060_dim149.txt
0.9,0.39,0.45,13,12,0.23120880126953125,maze1060_dim149.txt
0.86,0.21,0.83,9,18,0.2354738712310791,maze1060_dim149.txt
0.88,0.23,0.83,10,19,0.2316439151763916,maze1060_dim149.txt
0.88,0.58,0.3,3,7,0.23321938514709473,maze1060_dim149.txt
0.81,0.52,0.85,16,13,0.22678732872009277,maze1060_dim149.txt
0.85,0.43,0.76,9,14,0.21947479248046875,maze1060_dim149.txt
0.93,0.57,0.15,6,20,0.23229360580444336,maze1060_dim149.txt
0.94,0.13,0.36,17,12,0.22630906105041504,maze1060_dim149.txt
0.98,0.58,0.52,5,10,0.23373055458068848,maze1060_dim149.txt
0.98,0.64,0.68,4,19,0.29473042488098145,maze1060_dim149.txt
0.92,0.69,0.64,9,12,0.22793269157409668,maze1060_dim149.txt
0.84,0.49,0.11,10,8,0.22869110107421875,maze1060_dim149.txt
0.83,0.39,0.75,19,12,0.22619199752807617,maze1060_dim149.txt
0.98,0.58,0.58,15,14,0.2306063175201416,maze1060_dim149.txt
0.85,0.15,0.71,7,14,0.2215118408203125,maze1060_dim149.txt
0.92,0.15,0.13,10,16,0.2273108959197998,maze1060_dim149.txt
0.91,0.68,0.56,5,16,0.23050761222839355,maze1060_dim149.txt
0.84,0.7,0.15,8,19,0.23946762084960938,maze1060_dim149.txt
0.83,0.5,0.84,19,14,0.09503579139709473,maze28_dim100.txt
0.92,0.67,0.76,17,11,0.0945279598236084,maze28_dim100.txt
0.84,0.62,0.69,4,10,0.09605097770690918,maze28_dim100.txt
0.83,0.53,0.43,18,8,0.09699392318725586,maze28_dim100.txt
0.83,0.55,0.32,11,6,0.09576129913330078,maze28_dim100.txt
0.82,0.52,0.11,9,13,0.09912991523742676,maze28_dim100.txt
0.98,0.19,0.62,14,8,0.09514355659484863,maze28_dim100.txt
0.99,0.62,0.21,7,10,0.09659600257873535,maze28_dim100.txt
0.96,0.64,0.79,17,16,0.09709620475769043,maze28_dim100.txt
0.9,0.55,0.41,8,17,0.09740424156188965,maze28_dim100.txt
0.84,0.65,0.26,14,18,0.09850883483886719,maze28_dim100.txt
1.0,0.24,0.8,19,10,0.09577775001525879,maze28_dim100.txt
0.96,0.34,0.32,6,8,0.0977318286895752,maze28_dim100.txt
0.86,0.18,0.29,13,8,0.09576606750488281,maze28_dim100.txt
0.84,0.65,0.38,11,9,0.09507107734680176,maze28_dim100.txt
0.97,0.39,0.69,10,8,0.09324812889099121,maze28_dim100.txt
0.81,0.27,0.75,13,7,0.09365344047546387,maze28_dim100.txt
0.97,0.35,0.73,19,11,0.09649014472961426,maze28_dim100.txt
0.94,0.44,0.15,15,12,0.09464550018310547,maze28_dim100.txt
0.94,0.42,0.1,13,10,0.09334564208984375,maze28_dim100.txt
0.87,0.47,0.15,10,19,0.09629988670349121,maze28_dim100.txt
0.98,0.44,0.51,4,17,0.10261082649230957,maze28_dim100.txt
0.96,0.61,0.52,16,5,0.09683895111083984,maze28_dim100.txt
0.81,0.55,0.24,11,7,0.09551477432250977,maze28_dim100.txt
0.89,0.41,0.2,9,5,0.09719252586364746,maze28_dim100.txt
0.85,0.24,0.38,17,8,0.0982670783996582,maze28_dim100.txt
0.83,0.51,0.18,17,8,0.09791207313537598,maze28_dim100.txt
1.0,0.58,0.73,9,8,0.09613513946533203,maze28_dim100.txt
0.91,0.56,0.44,5,17,0.11552596092224121,maze28_dim100.txt
0.96,0.5,0.1,4,7,0.09807205200195312,maze28_dim100.txt
0.95,0.31,0.36,14,12,0.008997440338134766,maze860_dim32.txt
0.93,0.21,0.7,3,17,0.009203433990478516,maze860_dim32.txt
0.89,0.55,0.26,7,13,0.00920414924621582,maze860_dim32.txt
0.82,0.35,0.71,17,14,0.009128332138061523,maze860_dim32.txt
0.99,0.1,0.61,20,10,0.00872349739074707,maze860_dim32.txt
0.9,0.29,0.84,13,14,0.009895801544189453,maze860_dim32.txt
0.82,0.16,0.57,20,8,0.00881648063659668,maze860_dim32.txt
0.93,0.28,0.2,8,18,0.008975982666015625,maze860_dim32.txt
0.86,0.23,0.52,17,18,0.0090789794921875,maze860_dim32.txt
0.98,0.49,0.8,3,19,0.010263442993164062,maze860_dim32.txt
0.97,0.43,0.71,12,5,0.008802175521850586,maze860_dim32.txt
0.99,0.13,0.84,15,15,0.00935673713684082,maze860_dim32.txt
0.85,0.27,0.55,5,5,0.00863027572631836,maze860_dim32.txt
0.95,0.48,0.13,14,12,0.009221315383911133,maze860_dim32.txt
0.97,0.51,0.5,12,14,0.009335517883300781,maze860_dim32.txt
0.9,0.52,0.74,18,14,0.009599447250366211,maze860_dim32.txt
0.98,0.64,0.89,18,12,0.009074211120605469,maze860_dim32.txt
0.87,0.36,0.4,20,12,0.009081602096557617,maze860_dim32.txt
0.89,0.35,0.24,11,8,0.009068489074707031,maze860_dim32.txt
0.93,0.2,0.3,10,9,0.008812665939331055,maze860_dim32.txt
0.91,0.68,0.75,11,18,0.009511232376098633,maze860_dim32.txt
0.9,0.46,0.64,3,6,0.008977413177490234,maze860_dim32.txt
0.86,0.66,0.77,10,20,0.010303735733032227,maze860_dim32.txt
0.99,0.36,0.52,16,18,0.00950479507446289,maze860_dim32.txt
0.92,0.57,0.75,17,10,0.009422540664672852,maze860_dim32.txt
0.82,0.1,0.66,8,14,0.008815765380859375,maze860_dim32.txt
0.89,0.27,0.77,17,14,0.009041070938110352,maze860_dim32.txt
0.82,0.6,0.75,7,6,0.009503602981567383,maze860_dim32.txt
0.98,0.31,0.82,11,10,0.009050607681274414,maze860_dim32.txt
0.85,0.65,0.34,18,17,0.009544134140014648,maze860_dim32.txt
0.9,0.4,0.65,14,16,0.03316330909729004,maze259_dim59.txt
0.98,0.13,0.22,11,16,0.028629541397094727,maze259_dim59.txt
0.87,0.48,0.47,9,16,0.0295412540435791,maze259_dim59.txt
0.84,0.42,0.25,18,8,0.028714895248413086,maze259_dim59.txt
0.96,0.36,0.24,20,15,0.029097557067871094,maze259_dim59.txt
0.82,0.41,0.63,4,6,0.029734373092651367,maze259_dim59.txt
0.95,0.19,0.57,7,12,0.031445980072021484,maze259_dim59.txt
0.96,0.55,0.38,3,11,0.031020164489746094,maze259_dim59.txt
1.0,0.32,0.51,13,9,0.029152393341064453,maze259_dim59.txt
0.84,0.54,0.79,19,20,0.029727458953857422,maze259_dim59.txt
0.95,0.47,0.53,9,19,0.0295562744140625,maze259_dim59.txt
0.88,0.29,0.15,10,20,0.03281116485595703,maze259_dim59.txt
0.88,0.59,0.77,16,5,0.029582977294921875,maze259_dim59.txt
0.92,0.58,0.14,13,13,0.029514312744140625,maze259_dim59.txt
0.93,0.29,0.31,20,20,0.030375957489013672,maze259_dim59.txt
0.82,0.15,0.87,6,12,0.02924823760986328,maze259_dim59.txt
0.8,0.16,0.25,8,12,0.03283214569091797,maze259_dim59.txt
0.8,0.58,0.53,13,7,0.02977275848388672,maze259_dim59.txt
0.81,0.66,0.4,19,19,0.029010772705078125,maze259_dim59.txt
0.84,0.17,0.26,20,10,0.029269933700561523,maze259_dim59.txt
0.9,0.28,0.21,3,10,0.031093120574951172,maze259_dim59.txt
0.9,0.67,0.45,19,5,0.02906513214111328,maze259_dim59.txt
0.84,0.49,0.75,7,9,0.029187440872192383,maze259_dim59.txt
0.91,0.48,0.14,9,7,0.029505252838134766,maze259_dim59.txt
0.83,0.32,0.46,5,9,0.029153823852539062,maze259_dim59.txt
1.0,0.58,0.54,13,9,0.029451847076416016,maze259_dim59.txt
0.89,0.47,0.53,15,18,0.029344558715820312,maze259_dim59.txt
0.96,0.51,0.26,11,9,0.03130364418029785,maze259_dim59.txt
0.93,0.68,0.27,4,7,0.028937101364135742,maze259_dim59.txt
0.99,0.67,0.85,20,14,0.02971172332763672,maze259_dim59.txt
0.89,0.35,0.61,7,16,0.044928550720214844,maze960_dim72.txt
0.94,0.55,0.62,4,15,0.04618120193481445,maze960_dim72.txt
0.94,0.42,0.78,19,5,0.04508161544799805,maze960_dim72.txt
0.83,0.24,0.65,18,5,0.04683637619018555,maze960_dim72.txt
0.97,0.36,0.7,14,7,0.04587364196777344,maze960_dim72.txt
0.91,0.68,0.69,17,9,0.04639101028442383,maze960_dim72.txt
0.96,0.48,0.44,10,6,0.04450511932373047,maze960_dim72.txt
